BLOCK,LATITUDE,LONGITUDE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT
4900 - 5019 BLOCK OF ALBEMARLE STREET NW,38.94790923,-77.09818056,3,3E,2.0,202.0,Cluster 11,001003 3,1003.0,Precinct 30
4900 - 5099 BLOCK OF IVORY WALTERS LANE SE,38.8812017,-76.93062708,7,7E,6.0,604.0,Cluster 33,009904 3,9904.0,Precinct 104
4900 - 5099 BLOCK OF SHEPHERD PARKWAY SW,38.81466088,-77.01811195,8,8D,7.0,708.0,Cluster 44,010900 2,10900.0,Precinct 126
4900 - 5199 BLOCK OF CANAL ROAD NW,38.9222018,-77.10337691,3,3D,2.0,205.0,Cluster 13,000804 2,804.0,Precinct 8
4900 - 5199 BLOCK OF JUST STREET NE,38.9026572,-76.92864294,7,7C,6.0,608.0,Cluster 31,007809 1,7809.0,Precinct 94
4901 - 4920 BLOCK OF MASSACHUSETTS AVENUE NW,38.94633547,-77.09744173,3,3D,2.0,205.0,Cluster 13,000904 2,904.0,Precinct 9
4901 - 4921 BLOCK OF MACARTHUR BOULEVARD NW,38.91958432,-77.09850227,3,3D,2.0,205.0,Cluster 13,000804 1,804.0,Precinct 8
4907 - 4999 BLOCK OF KANSAS AVENUE NW,38.95071881,-77.01936811,4,4D,4.0,407.0,Cluster 18,002202 3,2202.0,Precinct 55
4908 - 4999 BLOCK OF ILLINOIS AVENUE NW,38.950605,-77.0239306,4,4D,4.0,407.0,Cluster 18,002201 3,2201.0,Precinct 55
491 - 699 BLOCK OF TAYLOR STREET NE,38.9407321,-76.99769962,5,5B,4.0,405.0,Cluster 20,009504 1,9504.0,Precinct 68
4910 - 4999 BLOCK OF NORTH CAPITOL STREET,38.95076962,-77.00888465,4,4D,4.0,407.0,Cluster 19,002202 1,2202.0,Precinct 57
4914 - 4999 BLOCK OF MEADE STREET NE,38.90606875,-76.93015003,7,7C,6.0,602.0,Cluster 31,007806 1,7806.0,Precinct 93
4915 - 4999 BLOCK OF FITCH PLACE NE,38.89627799,-76.93100586,7,7C,6.0,602.0,Cluster 31,007804 2,7804.0,Precinct 97
4916 - 5066 BLOCK OF JAY STREET NE,38.90183364,-76.92922222,7,7C,6.0,608.0,Cluster 31,007809 1,7809.0,Precinct 94
4918 - 4999 BLOCK OF 7TH PLACE NE,38.949102,-76.99580788,5,5A,4.0,405.0,Cluster 20,009509 2,9509.0,Precinct 66
4920 - 4925 BLOCK OF CENTRAL AVENUE NE,38.89019053,-76.93153125,7,7C,6.0,608.0,Cluster 33,007804 3,7804.0,Precinct 97
4920 - 4940 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,38.89836583,-76.93020346,7,7C,6.0,602.0,Cluster 31,007804 2,7804.0,Precinct 97
4920 - 4999 BLOCK OF NASH STREET NE,38.90720579,-76.93015076,7,7C,6.0,602.0,Cluster 31,007806 1,7806.0,Precinct 93
4920 - 5027 BLOCK OF SHERIFF ROAD NE,38.90345445,-76.93016504,7,7C,6.0,608.0,Cluster 31,007809 1,7809.0,Precinct 94
4921 - 4999 BLOCK OF SARGENT ROAD NE,38.94984722,-76.98952889,5,5A,4.0,405.0,Cluster 20,009509 1,9509.0,Precinct 66
4921- 5099 BLOCK OF G STREET SE,38.8806213,-76.93079603,7,7E,6.0,604.0,Cluster 33,009904 3,9904.0,Precinct 104
4922 - 4999 BLOCK OF CONNECTICUT AVENUE NW,38.95451348,-77.06952779,3,3F,2.0,203.0,Cluster 12,001100 4,1100.0,Precinct 33
4923 - 4999 BLOCK OF SOUTH DAKOTA AVENUE NE,38.94932083,-76.99250414,5,5A,4.0,405.0,Cluster 20,009509 1,9509.0,Precinct 66
4925 - 4953 BLOCK OF EAST CAPITOL STREET,38.88976291,-76.93047468,7,7E,6.0,604.0,Cluster 33,009904 1,9904.0,Precinct 104
4930 - 4949 BLOCK OF 6TH STREET NE,38.94918305,-76.99879124,5,5A,4.0,405.0,Cluster 20,009509 3,9509.0,Precinct 66
4936 - 4999 BLOCK OF BLAINE STREET NE,38.89188361,-76.9305976,7,7C,6.0,602.0,Cluster 33,007804 3,7804.0,Precinct 97
4962 - 4999 BLOCK OF BENNING ROAD SE,38.87914713,-76.931803,7,7E,6.0,604.0,Cluster 33,007707 2,7707.0,Precinct 106
49TH STREET NE AND AMES STREET NE,38.89078273,-76.93291227,7,7C,6.0,608.0,Cluster 33,007804 3,7804.0,Precinct 98
49TH STREET NW AND FORDHAM ROAD NW,38.94424034,-77.09676612,3,3D,2.0,205.0,Cluster 13,000904 2,904.0,Precinct 9
4TH STREET NE AND FLORIDA AVENUE NE,38.90714937,-77.00048389,5,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76
4TH STREET NE AND H STREET NE,38.90020457,-77.00057088,6,6C,1.0,104.0,Cluster 25,008301 1,8301.0,Precinct 83
4TH STREET NE AND I STREET NE,38.90132403,-77.00057769,6,6C,5.0,501.0,Cluster 25,010602 3,10602.0,Precinct 83
4TH STREET NE AND NEAL PLACE NE,38.909094,-76.9991294,5,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76
4TH STREET NE AND PENN STREET NE,38.91060905,-76.99807141,5,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76
4TH STREET NE AND S STREET NE,38.91410213,-77.00058856,5,5F,5.0,502.0,Cluster 21,008702 3,8702.0,Precinct 75
4TH STREET NE AND V STREET NE,38.91810604,-77.00056848,5,5F,5.0,502.0,Cluster 21,008702 1,8702.0,Precinct 75
4TH STREET NW AND BRYANT STREET NW,38.9203606,-77.01802694,1,1E,3.0,306.0,Cluster 3,003400 2,3400.0,Precinct 37
4TH STREET NW AND K STREET NW,38.90251922,-77.01617601,6,6E,1.0,101.0,Cluster 8,004703 1,4703.0,Precinct 1
4TH STREET NW AND MADISON DRIVE NW,38.890596,-77.01756792,2,2C,1.0,102.0,Cluster 45,980000 1,980000.0,Precinct 129
4TH STREET NW AND R STREET NW,38.91260335,-77.01616988,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
4TH STREET SE AND MISSISSIPPI AVENUE SE,38.83613055,-77.00105619,8,8C,7.0,707.0,Cluster 39,009803 1,9803.0,Precinct 122
4TH STREET SE AND TINGEY STREET SE,38.874887,-77.00053411,8,8F,1.0,106.0,Cluster 27,007201 2,7201.0,Precinct 131
4TH STREET SW AND JEFFERSON DRIVE SW,38.8887964,-77.01756102,2,2C,1.0,102.0,Cluster 45,980000 1,980000.0,Precinct 129
4TH STREET SW AND N STREET SW,38.87465152,-77.01755374,6,6D,1.0,105.0,Cluster 9,011001 3,11001.0,Precinct 127
50 - 113 BLOCK OF POTOMAC AVENUE SW,38.86988957,-77.01116553,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
50 - 199 BLOCK OF I STREET SW,38.87928539,-77.01180363,6,6D,1.0,105.0,Cluster 9,010500 5,10500.0,Precinct 128
50 - 55 BLOCK OF M STREET SE,38.87648205,-77.00707886,6,8F,1.0,106.0,Cluster 27,007202 1,7202.0,Precinct 131
50 - 79 BLOCK OF MASSACHUSETTS AVENUE NW,38.89848367,-77.01154328,6,6E,1.0,102.0,Cluster 8,004702 1,4702.0,Precinct 1
50 - 99 BLOCK OF DISTRICT SQUARE SW,38.87971261,-77.02544943,6,6D,1.0,103.0,Cluster 9,010202 5,10202.0,Precinct 142
50 - 99 BLOCK OF HAREWOOD ROAD NW,38.94372739,-77.01008736,5,5A,4.0,405.0,Cluster 19,009510 2,9510.0,Precinct 44
50 - 99 BLOCK OF K STREET SE,38.87840492,-77.0066705,6,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131
50 - 99 BLOCK OF M STREET SW,38.8764579,-77.01163629,6,6D,1.0,105.0,Cluster 9,010500 5,10500.0,Precinct 128
50 - 99 BLOCK OF Q STREET SW,38.87074597,-77.01141273,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
500 - 503 BLOCK OF 12TH STREET SE,38.88254568,-76.9902425,6,6B,1.0,106.0,Cluster 26,006900 1,6900.0,Precinct 91
500 - 509 BLOCK OF 57TH STREET NE,38.89610094,-76.9191512,7,7C,6.0,608.0,Cluster 31,007807 1,7807.0,Precinct 95
500 - 511 BLOCK OF 6TH STREET NE,38.89641897,-76.99844446,6,6C,1.0,104.0,Cluster 25,008301 2,8301.0,Precinct 84
500 - 511 BLOCK OF HILLTOP TERRACE SE,38.88282374,-76.94111341,7,7E,6.0,605.0,Cluster 33,009907 2,9907.0,Precinct 103
500 - 513 BLOCK OF 17TH STREET SE,38.88254774,-76.9807645,7,7D,1.0,107.0,Cluster 26,006802 2,6802.0,Precinct 91
500 - 517 BLOCK OF 7TH STREET NE,38.89641901,-76.99616949,6,6C,1.0,104.0,Cluster 25,008302 1,8302.0,Precinct 84
500 - 518 BLOCK OF 14TH STREET NE,38.89641844,-76.9855091,6,6A,1.0,104.0,Cluster 25,008001 2,8001.0,Precinct 81
500 - 519 BLOCK OF 1ST STREET SE,38.88291825,-77.00588615,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
500 - 519 BLOCK OF 2ND STREET SE,38.88291857,-77.00351898,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
500 - 519 BLOCK OF 47TH STREET NE,38.89536685,-76.93487201,7,7C,6.0,602.0,Cluster 30,007804 1,7804.0,Precinct 98
500 - 524 BLOCK OF 13TH STREET NE,38.89641705,-76.98830916,6,6A,1.0,104.0,Cluster 25,008001 2,8001.0,Precinct 81
500 - 529 BLOCK OF 44TH STREET NE,38.89616457,-76.93919322,7,7F,6.0,602.0,Cluster 30,007803 2,7803.0,Precinct 98
500 - 529 BLOCK OF NICHOLSON STREET NE,38.960337,-77.00054921,4,4B,4.0,406.0,Cluster 19,009505 3,9505.0,Precinct 65
500 - 549 BLOCK OF 11TH STREET NE,38.89647219,-76.9915287,6,6A,1.0,104.0,Cluster 25,008100 1,8100.0,Precinct 85
500 - 549 BLOCK OF 15TH STREET SE,38.88235036,-76.98365407,6,6B,1.0,106.0,Cluster 26,006900 2,6900.0,Precinct 91
500 - 561 BLOCK OF MISSOURI AVENUE NW,38.95846755,-77.02034284,4,4D,4.0,403.0,Cluster 18,002101 1,2101.0,Precinct 58
500 - 598 BLOCK OF 3RD STREET NW,38.89673455,-77.01517974,6,6E,1.0,101.0,Cluster 8,005900 2,5900.0,Precinct 143
500 - 598 BLOCK OF G STREET SW,38.88127781,-77.01938625,6,6D,1.0,103.0,Cluster 9,010202 2,10202.0,Precinct 142
500 - 598 BLOCK OF OGLETHORPE STREET NW,38.96131548,-77.02053426,4,4B,4.0,402.0,Cluster 17,001901 1,1901.0,Precinct 58
500 - 598 BLOCK OF ROCK CREEK CHURCH ROAD NW,38.93732547,-77.01935963,4,4C,4.0,407.0,Cluster 18,002400 1,2400.0,Precinct 49
500 - 599 BLOCK OF 10TH STREET NW,38.8967385,-77.02598071,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129
500 - 599 BLOCK OF 11TH STREET NW,38.89673962,-77.02703399,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129
500 - 599 BLOCK OF 12TH STREET NE,38.89673333,-76.99024529,6,6A,1.0,104.0,Cluster 25,008001 2,8001.0,Precinct 81
500 - 599 BLOCK OF 12TH STREET NW,38.89673739,-77.028086,2,2C,2.0,209.0,Cluster 8,005802 1,5802.0,Precinct 129
500 - 599 BLOCK OF 13TH STREET NW,38.89673223,-77.02962644,2,2C,2.0,209.0,Cluster 8,005802 1,5802.0,Precinct 129
500 - 599 BLOCK OF 13TH STREET SE,38.88214863,-76.98830739,6,6B,1.0,106.0,Cluster 26,006900 2,6900.0,Precinct 91
500 - 599 BLOCK OF 14TH STREET NW,38.89672666,-77.03196713,2,2C,2.0,209.0,Cluster 8,005802 2,5802.0,Precinct 129
500 - 599 BLOCK OF 14TH STREET SE,38.88205207,-76.98550909,6,6B,1.0,106.0,Cluster 26,006900 2,6900.0,Precinct 91
500 - 599 BLOCK OF 15TH STREET NW,38.89687374,-77.03364736,2,2C,2.0,207.0,Cluster 8,005802 2,5802.0,Precinct 129
500 - 599 BLOCK OF 19TH STREET NW,38.89666683,-77.04345937,2,2A,2.0,207.0,Cluster 5,010800 6,10800.0,Precinct 2
500 - 599 BLOCK OF 20TH STREET NW,38.8966742,-77.04491532,2,2A,2.0,207.0,Cluster 5,010800 6,10800.0,Precinct 2
500 - 599 BLOCK OF 21ST STREET NE,38.89664053,-76.97444997,7,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80
500 - 599 BLOCK OF 21ST STREET NW,38.89668703,-77.04666338,2,2A,2.0,207.0,Cluster 5,010800 3,10800.0,Precinct 2
500 - 599 BLOCK OF 23RD PLACE NE,38.89720747,-76.97337897,7,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80
500 - 599 BLOCK OF 23RD STREET NW,38.89667182,-77.05011787,2,2A,2.0,207.0,Cluster 5,005602 2,5602.0,Precinct 3
500 - 599 BLOCK OF 24TH STREET NE,38.897131,-76.97245726,7,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80
500 - 599 BLOCK OF 25TH PLACE NE,38.89704033,-76.97151698,7,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80
500 - 599 BLOCK OF 36TH STREET NE,38.89569393,-76.95480108,7,7D,6.0,603.0,Cluster 32,009604 2,9604.0,Precinct 101
500 - 599 BLOCK OF 3RD STREET NE,38.89672831,-77.00203682,6,6C,1.0,104.0,Cluster 25,008301 2,8301.0,Precinct 84
500 - 599 BLOCK OF 46TH STREET SE,38.88267559,-76.93555426,7,7E,6.0,604.0,Cluster 33,009907 2,9907.0,Precinct 103
500 - 599 BLOCK OF 4TH STREET NE,38.89672788,-77.00057108,6,6C,1.0,104.0,Cluster 25,008301 2,8301.0,Precinct 84
500 - 599 BLOCK OF 4TH STREET SE,38.88198684,-77.00057569,6,6B,1.0,106.0,Cluster 26,007000 1,7000.0,Precinct 90
500 - 599 BLOCK OF 51ST STREET SE,38.88136966,-76.92919595,7,7E,6.0,604.0,Cluster 33,009905 3,9905.0,Precinct 104
500 - 599 BLOCK OF 55TH STREET NE,38.89647457,-76.9218937,7,7C,6.0,608.0,Cluster 31,007807 2,7807.0,Precinct 95
500 - 599 BLOCK OF 56TH STREET NE,38.89647469,-76.92051504,7,7C,6.0,608.0,Cluster 31,007807 2,7807.0,Precinct 95
500 - 599 BLOCK OF 58TH STREET NE,38.89648022,-76.91777973,7,7C,6.0,608.0,Cluster 31,007807 1,7807.0,Precinct 95
500 - 599 BLOCK OF 59TH STREET NE,38.89648051,-76.91640666,7,7C,6.0,608.0,Cluster 31,007807 1,7807.0,Precinct 95
500 - 599 BLOCK OF 5TH STREET NE,38.89672599,-76.99951054,6,6C,1.0,104.0,Cluster 25,008301 2,8301.0,Precinct 84
500 - 599 BLOCK OF 5TH STREET SE,38.88199995,-76.99951196,6,6B,1.0,106.0,Cluster 26,007000 1,7000.0,Precinct 90
500 - 599 BLOCK OF 60TH STREET NE,38.89652179,-76.91503926,7,7C,6.0,608.0,Cluster 31,007807 1,7807.0,Precinct 95
500 - 599 BLOCK OF 7TH STREET NW,38.89670366,-77.02191708,2,2C,1.0,101.0,Cluster 8,005801 2,5801.0,Precinct 129
500 - 599 BLOCK OF 7TH STREET SE,38.88199674,-76.99618261,6,6B,1.0,106.0,Cluster 26,007000 2,7000.0,Precinct 90
500 - 599 BLOCK OF 8TH STREET NE,38.8967248,-76.99496195,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82
500 - 599 BLOCK OF 9TH STREET NW,38.89671029,-77.02396877,2,2C,1.0,101.0,Cluster 8,005802 5,5802.0,Precinct 129
500 - 599 BLOCK OF ALABAMA AVENUE SE,38.8430848,-76.99897354,8,8C,7.0,705.0,Cluster 39,009804 2,9804.0,Precinct 122
500 - 599 BLOCK OF ASPEN STREET NW,38.97234533,-77.02065607,4,4B,4.0,401.0,Cluster 17,001702 1,1702.0,Precinct 63
500 - 599 BLOCK OF BRUMMEL COURT NW,38.97998599,-77.0208374,4,4B,4.0,401.0,Cluster 17,010300 2,10300.0,Precinct 63
500 - 599 BLOCK OF BUCHANAN STREET NW,38.94630954,-77.02031849,4,4D,4.0,407.0,Cluster 18,002201 2,2201.0,Precinct 46
500 - 599 BLOCK OF BUTTERNUT STREET NW,38.97360919,-77.0206562,4,4B,4.0,401.0,Cluster 17,001702 1,1702.0,Precinct 63
500 - 599 BLOCK OF C STREET NE,38.89308408,-76.99898101,6,6C,1.0,108.0,Cluster 25,008200 3,8200.0,Precinct 89
500 - 599 BLOCK OF CONSTITUTION AVENUE NE,38.89201425,-76.99897779,6,6C,1.0,108.0,Cluster 25,008200 3,8200.0,Precinct 89
500 - 599 BLOCK OF CRITTENDEN STREET NW,38.9473764,-77.02031718,4,4D,4.0,407.0,Cluster 18,002201 2,2201.0,Precinct 46
500 - 599 BLOCK OF DAHLIA STREET NW,38.97580687,-77.02044242,4,4B,4.0,401.0,Cluster 17,001702 1,1702.0,Precinct 63
500 - 599 BLOCK OF DECATUR STREET NW,38.9484437,-77.02028991,4,4D,4.0,407.0,Cluster 18,002201 2,2201.0,Precinct 55
500 - 599 BLOCK OF EAST CAPITOL STREET,38.88980864,-76.99898209,6,6B,1.0,107.0,Cluster 26,006600 1,6600.0,Precinct 89
500 - 599 BLOCK OF EDGEWOOD STREET NE,38.92371516,-76.99899971,5,5F,5.0,502.0,Cluster 21,009204 2,9204.0,Precinct 74
500 - 599 BLOCK OF F STREET NE,38.89733387,-76.9989791,6,6C,1.0,104.0,Cluster 25,008301 1,8301.0,Precinct 84
500 - 599 BLOCK OF FLORIDA AVENUE NE,38.90646789,-76.99888362,5,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76
500 - 599 BLOCK OF FLORIDA AVENUE NW,38.91522301,-77.01945325,2,2G,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 21
500 - 599 BLOCK OF FOXHALL PLACE SE,38.83367068,-76.99789186,8,8E,7.0,706.0,Cluster 39,009801 1,9801.0,Precinct 121
500 - 599 BLOCK OF FRANKLIN STREET NE,38.92558609,-76.99897443,5,5F,5.0,502.0,Cluster 21,009201 2,9201.0,Precinct 74
500 - 599 BLOCK OF G STREET SE,38.8812736,-76.99898135,6,6B,1.0,106.0,Cluster 26,007000 1,7000.0,Precinct 90
500 - 599 BLOCK OF H STREET NE,38.90020456,-76.99897445,6,6C,1.0,104.0,Cluster 25,008301 1,8301.0,Precinct 83
500 - 599 BLOCK OF H STREET NW,38.89981073,-77.01942057,2,2C,1.0,101.0,Cluster 8,005801 2,5801.0,Precinct 143
500 - 599 BLOCK OF H STREET SW,38.88031378,-77.01960796,6,6D,1.0,103.0,Cluster 9,010202 2,10202.0,Precinct 142
500 - 599 BLOCK OF I STREET NW,38.9008657,-77.01941855,2,2C,1.0,101.0,Cluster 8,005801 2,5801.0,Precinct 143
500 - 599 BLOCK OF I STREET SW,38.87928605,-77.01938836,6,6D,1.0,105.0,Cluster 9,010201 1,10201.0,Precinct 142
500 - 599 BLOCK OF INDEPENDENCE AVENUE SE,38.8875964,-76.99898298,6,6B,1.0,107.0,Cluster 26,006600 1,6600.0,Precinct 89
500 - 599 BLOCK OF INDIANA AVENUE NW,38.8945739,-77.01937534,6,6E,1.0,102.0,Cluster 8,005900 2,5900.0,Precinct 143
500 - 599 BLOCK OF K STREET NE,38.90251232,-76.99897626,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83
500 - 599 BLOCK OF K STREET NW,38.90252026,-77.01941739,6,6E,1.0,101.0,Cluster 8,004702 4,4702.0,Precinct 1
500 - 599 BLOCK OF KENTUCKY AVENUE SE,38.88235132,-76.98405723,6,6B,1.0,106.0,Cluster 26,006900 2,6900.0,Precinct 91
500 - 599 BLOCK OF L STREET NE,38.90372746,-76.99897521,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83
500 - 599 BLOCK OF L STREET NW,38.90416735,-77.0194153,2,2G,3.0,308.0,Cluster 8,004802 2,4802.0,Precinct 18
500 - 599 BLOCK OF LEBAUM STREET SE,38.84700256,-76.99789087,8,8C,7.0,707.0,Cluster 39,010400 3,10400.0,Precinct 123
500 - 599 BLOCK OF M STREET NE,38.90564218,-76.99897345,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83
500 - 599 BLOCK OF MONTANA AVENUE NE,38.92541296,-76.99925755,5,5F,5.0,502.0,Cluster 21,009204 1,9204.0,Precinct 74
500 - 599 BLOCK OF MORSE STREET NE,38.90718297,-76.99839269,5,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76
500 - 599 BLOCK OF N STREET NW,38.90724046,-77.01941821,2,2G,3.0,308.0,Cluster 7,004802 2,4802.0,Precinct 18
500 - 599 BLOCK OF NEW JERSEY AVENUE NW,38.89673018,-77.01165043,6,6E,1.0,102.0,Cluster 8,005900 2,5900.0,Precinct 1
500 - 599 BLOCK OF NEWCOMB STREET SE,38.84583289,-76.99929743,8,8C,7.0,707.0,Cluster 39,010400 3,10400.0,Precinct 123
500 - 599 BLOCK OF NORTH CAPITOL STREET,38.89673293,-77.00905763,6,6E,1.0,102.0,Cluster 8,005900 2,5900.0,Precinct 1
500 - 599 BLOCK OF O STREET NW,38.90857243,-77.01941327,2,2G,3.0,308.0,Cluster 7,004801 3,4801.0,Precinct 18
500 - 599 BLOCK OF OAKWOOD STREET SE,38.8455351,-77.00039167,8,8C,7.0,707.0,Cluster 39,010400 2,10400.0,Precinct 123
500 - 599 BLOCK OF OKLAHOMA AVENUE NE,38.89665615,-76.97036319,7,7D,5.0,507.0,Cluster 25,006804 1,6804.0,Precinct 80
500 - 599 BLOCK OF REGENT PLACE NE,38.9285719,-76.99928566,5,5F,5.0,502.0,Cluster 21,009201 2,9201.0,Precinct 74
500 - 599 BLOCK OF RIDGE ROAD SE,38.88185129,-76.94621897,7,7F,6.0,603.0,Cluster 32,007703 2,7703.0,Precinct 103
500 - 599 BLOCK OF RIGGS ROAD NE,38.96055293,-76.99960286,4,4B,4.0,406.0,Cluster 19,009505 3,9505.0,Precinct 65
500 - 599 BLOCK OF SEWARD SQUARE SE,38.88552933,-76.99897617,6,6B,1.0,107.0,Cluster 26,006500 1,6500.0,Precinct 89
500 - 599 BLOCK OF SHEPHERD STREET NW,38.93987158,-77.02037352,4,4C,4.0,407.0,Cluster 18,002400 4,2400.0,Precinct 45
500 - 599 BLOCK OF TAYLOR STREET NW,38.94095822,-77.02001475,4,4C,4.0,407.0,Cluster 18,002400 4,2400.0,Precinct 45
500 - 599 BLOCK OF TENNESSEE AVENUE NE,38.89671892,-76.98447869,6,6A,1.0,104.0,Cluster 25,008001 2,8001.0,Precinct 81
500 - 599 BLOCK OF TINGEY STREET SE,38.87489903,-76.99835931,8,8F,1.0,106.0,Cluster 27,007201 2,7201.0,Precinct 131
500 - 599 BLOCK OF TUCKERMAN STREET NW,38.96728741,-77.02052963,4,4B,4.0,402.0,Cluster 17,001901 3,1901.0,Precinct 59
500 - 599 BLOCK OF U STREET NW,38.91656148,-77.01942398,1,1B,3.0,306.0,Cluster 3,003400 3,3400.0,Precinct 37
500 - 599 BLOCK OF V STREET NE,38.91810621,-76.99896474,5,5F,5.0,502.0,Cluster 21,008702 1,8702.0,Precinct 75
500 - 599 BLOCK OF W STREET NW,38.91918508,-77.01983025,1,1E,3.0,306.0,Cluster 3,003400 2,3400.0,Precinct 37
500 - 599 BLOCK OF WHITTIER STREET NW,38.97127398,-77.02065714,4,4B,4.0,401.0,Cluster 17,001702 1,1702.0,Precinct 63
500 - 603 BLOCK OF T STREET NW,38.91572336,-77.01927581,1,1B,3.0,306.0,Cluster 3,003400 3,3400.0,Precinct 37
500 - 604 BLOCK OF WATER STREET SW,38.87512724,-77.02092306,6,6D,1.0,103.0,Cluster 9,011002 2,11002.0,Precinct 127
500 - 699 BLOCK OF 10TH STREET SE,38.88199553,-76.99264671,6,6B,1.0,106.0,Cluster 26,007000 2,7000.0,Precinct 90
500 - 699 BLOCK OF 4TH STREET SW,38.88226199,-77.01756103,6,6D,1.0,103.0,Cluster 9,010500 2,10500.0,Precinct 128
500 - 699 BLOCK OF 8TH STREET SE,38.88199588,-76.99497672,6,6B,1.0,106.0,Cluster 26,007000 2,7000.0,Precinct 90
500 - 699 BLOCK OF 9TH STREET SE,38.8819964,-76.99376135,6,6B,1.0,106.0,Cluster 26,007000 2,7000.0,Precinct 90
500 - 699 BLOCK OF COLUMBIA ROAD NW,38.92830459,-77.02122975,1,1E,3.0,306.0,Cluster 2,003200 4,3200.0,Precinct 37
500 - 699 BLOCK OF FARRAGUT STREET NW,38.95098222,-77.02084484,4,4D,4.0,407.0,Cluster 18,002201 1,2201.0,Precinct 56
500 - 699 BLOCK OF GRESHAM PLACE NW,38.9268776,-77.02165384,1,1E,3.0,306.0,Cluster 2,003400 4,3400.0,Precinct 37
500 - 699 BLOCK OF HARVARD STREET NW,38.9274234,-77.02172147,1,1E,3.0,306.0,Cluster 2,003200 4,3200.0,Precinct 37
500 - 699 BLOCK OF INGRAHAM STREET NE,38.95483374,-76.99749957,5,5A,4.0,406.0,Cluster 19,009508 1,9508.0,Precinct 66
500 - 699 BLOCK OF INGRAHAM STREET NW,38.95427112,-77.02099936,4,4D,4.0,403.0,Cluster 18,002101 3,2101.0,Precinct 56
500 - 699 BLOCK OF IRVING STREET NW,38.92911306,-77.02139883,1,1E,4.0,409.0,Cluster 2,003200 4,3200.0,Precinct 38
500 - 699 BLOCK OF JEFFERSON STREET NW,38.95534417,-77.02105079,4,4D,4.0,403.0,Cluster 18,002101 2,2101.0,Precinct 56
500 - 699 BLOCK OF KENNEDY STREET NW,38.95641254,-77.02110025,4,4D,4.0,403.0,Cluster 18,002101 2,2101.0,Precinct 56
500 - 699 BLOCK OF KENYON STREET NW,38.93002583,-77.02159286,1,1E,4.0,409.0,Cluster 2,003200 4,3200.0,Precinct 38
500 - 699 BLOCK OF L STREET SE,38.87752574,-76.99785446,8,8F,1.0,106.0,Cluster 27,007203 2,7203.0,Precinct 131
500 - 699 BLOCK OF LONGFELLOW STREET NW,38.95748344,-77.02115157,4,4D,4.0,403.0,Cluster 18,002101 2,2101.0,Precinct 56
500 - 699 BLOCK OF MELLON STREET SE,38.84633653,-76.99846297,8,8C,7.0,707.0,Cluster 39,010400 3,10400.0,Precinct 123
500 - 699 BLOCK OF ONEIDA PLACE NW,38.96200603,-77.02116975,4,4B,4.0,402.0,Cluster 17,001901 1,1901.0,Precinct 58
500 - 699 BLOCK OF PARK ROAD NW,38.93298246,-77.02200966,1,1E,4.0,409.0,Cluster 2,003200 3,3200.0,Precinct 38
500 - 699 BLOCK OF PEABODY STREET NW,38.9626993,-77.02117157,4,4B,4.0,402.0,Cluster 17,001901 2,1901.0,Precinct 58
500 - 699 BLOCK OF QUACKENBOS STREET NW,38.96377038,-77.02117155,4,4B,4.0,402.0,Cluster 17,001901 2,1901.0,Precinct 58
500 - 699 BLOCK OF QUINCY STREET NW,38.93773457,-77.02020139,4,4C,4.0,407.0,Cluster 18,002400 1,2400.0,Precinct 45
500 - 699 BLOCK OF QUINTANA PLACE NW,38.96435988,-77.02117068,4,4B,4.0,402.0,Cluster 17,001901 2,1901.0,Precinct 59
500 - 699 BLOCK OF RANDOLPH STREET NW,38.93880727,-77.02025487,4,4C,4.0,407.0,Cluster 18,002400 1,2400.0,Precinct 45
